id,title,org,sector,type,status,date1,date2,contact,contact_org,comment1,comment2,comment3
1525,"Réfection d'urgence, structure 1 de Saint-Thimothée, rivière Saint-Charles, Salaberry-de-Valleyfield",Kanesatake,DRGÉ-PPPH,Consultation,active,4/15/2020,,,,,"2020-03-10 : ébauche ABC et lettre notification envoyée à TC     2020-03-11 : reçu lettre notification révisée TC                                2020-03-25 : lettre aux comm envoyée
2020-04-08 : avis de modification à l'autorisation d'urgence envoyé à DR
2020-04-15 : Avis de modification de l'autorisation d'urgence envoyée à HYDRO
2020-04-24 : Envoi de notification de nouvelle autorisation aux deux communautés
2020-04-28 : Liste questions reçues de MCK
2020-06-01 : réponses aux questions envoyées à MCK",
1526,Prolongement de l'autoroute 35 - Phase III,Kahnawà:ke,DRGÉ-PPPH,Consultation,active,4/16/2020,,Mélanie Laflèche,INFC,Courriel,,
1527,Prolongement de l'autoroute 35 - Phase III,Odanak,DRGÉ-PPPH,Consultation,active,4/16/2020,,Mélanie Laflèche,INFC,Courriel,,
1528,Prolongement de l'autoroute 35 - Phase III,Wolinak,DRGÉ-PPPH,Consultation,active,4/16/2020,,Mélanie Laflèche,INFC,Courriel,,
1529,Béluga du Saint-Laurent- Consultation sur une ébauche de tableau de mesures de rétablissement,Essipit,DRGÉ-ÉP,Consultation,completed,4/23/2020,,Charline Le Mer,,,Demande de commentaires sur l'ébauche d'une liste de mesures de rétablissement ,
1530,Béluga du Saint-Laurent- Consultation sur une ébauche de tableau de mesures de rétablissement,Malécites de Viger,DRGÉ-ÉP,Consultation,completed,4/23/2020,,Charline Le Mer,,,Demande de commentaires sur l'ébauche d'une liste de mesures de rétablissement ,
1531,Béluga du Saint-Laurent- Consultation sur une ébauche de tableau de mesures de rétablissement,Pessamit,DRGÉ-ÉP,Consultation,completed,4/23/2020,,Charline Le Mer,,,Demande de commentaires sur l'ébauche d'une liste de mesures de rétablissement ,
1532,Béluga du Saint-Laurent- Consultation sur une ébauche de tableau de mesures de rétablissement,Wendate-Wendake,DRGÉ-ÉP,Consultation,completed,4/23/2020,,Charline Le Mer,,,Demande de commentaires sur l'ébauche d'une liste de mesures de rétablissement ,
1533,Téléconférence de délibération NMRWB et EMRWB sur plan de gestion du béluga Est de la Baie d'Hudson,NMRWB,DRGP,Engagement,completed,4/23/2020,,Félix Dionne,ECCC,Rencontre de groupe,"Finalisation de la décision Béluga par les Conseil (Conjointe avec EMRWB), 23 et 24 Avril",
1534,Lancement du nouveau Fonds d'Innovation et de collaboration du PAGRAO,AGHAMM,DRGP,Information,completed,4/24/2020,,Estefania Martinich,,Courriel,,
1535,Lancement du nouveau Fonds d'Innovation et de collaboration du PAGRAO,AMIK,DRGP,Information,completed,4/24/2020,,Estefania Martinich,,Courriel,,
1536,Information sur le Programme de gardes-pêches autochtones,Uashat mak Mani-Utenam,DRGP,Information,completed,5/22/2020,,Cynthia Guay,,Téléphone,,
1537,"Barrières rétention saumon, rivières multiples, Bas-Saint-Laurent",Secrétariat Mi'gmawei Mawiomi,DRGÉ-PPPH,Consultation,completed,6/1/2020,,,MFFP,,020-05-27 : envoi lettre d'information aux communautés (lettre conjointe avec projet 20-HQUE-00126 pour SMM et Listuguj),
1538,"Barrières rétention saumon, rivières multiples, Bas-Saint-Laurent",Secrétariat Mi'gmawei Mawiomi,DRGÉ-PPPH,Consultation,completed,6/1/2020,,,MFFP,,020-05-27 : envoi lettre d'information aux communautés (lettre conjointe avec projet 20-HQUE-00126 pour SMM et Listuguj),
1539,Réunion du NMRWB - Téléconférence,NMRWB,DRGP,Engagement,completed,6/4/2020,,Félix Dionne,ECCC,Rencontre de groupe,du 2 au 4 juin 2020,
1540,"Réfection d’urgence d’une digue, lac des Deux Montagnes, Sainte-Marthe-sur-le-Lac",Kahnawà:ke,DRGÉ-PPPH,Consultation,active,6/5/2020,,,,,2020-06-05 :lettres de notification consultation envoyées a posteriori aux communautés,
1541,"Réfection d’urgence d’une digue, lac des Deux Montagnes, Sainte-Marthe-sur-le-Lac",Kanesatake,DRGÉ-PPPH,Consultation,active,6/5/2020,,,,,2020-06-05 :lettres de notification consultation envoyées a posteriori aux communautés,
1542,"Réfection de digues en urgence, lac des Deux Montagnes, Pointe-Calume",Kahnawà:ke,DRGÉ-PPPH,Consultation,active,6/5/2020,,,,,2020-06-05 :lettres de notification consultation envoyées a posteriori aux communautés,
1543,"Réfection de digues en urgence, lac des Deux Montagnes, Pointe-Calume",Kanesatake,DRGÉ-PPPH,Consultation,active,6/5/2020,,,,,2020-06-05 :lettres de notification consultation envoyées a posteriori aux communautés,
1544,Informations sur les pêches ASR,Malécites de Viger,DRGP,Information,completed,6/10/2020,,Cynthia Guay,,Téléphone,,
1545,"Réunion trimestrielle du Comité, Eastmain, Québec",CCCPP,DRGP,Engagement,active,6/10/2020,,Félix Dionne,,Rencontre de groupe,Used to be status = Nouvelle (DJF),
1546,Rorqual bleu - Version finale du plan d'action,AGHAMM,DRGÉ-EP,Information,completed,7/1/2020,,Hugues Bouchard,,,,
1547,Rorqual bleu - Version finale du plan d'action,AMIK,DRGÉ-EP,Information,completed,7/1/2020,,Hugues Bouchard,,,,
1548,Rorqual bleu - Version finale du plan d'action,Ekuanitshit,DRGÉ-EP,Information,completed,7/1/2020,,Hugues Bouchard,,,,
1549,Rorqual bleu - Version finale du plan d'action,Essipit,DRGÉ-EP,Information,completed,7/1/2020,,Hugues Bouchard,,,,
1550,Rorqual bleu - Version finale du plan d'action,Gesgapegiag,DRGÉ-EP,Information,completed,7/1/2020,,Hugues Bouchard,,,,
1551,Rorqual bleu - Version finale du plan d'action,Gespeg,DRGÉ-EP,Information,completed,7/1/2020,,Hugues Bouchard,,,,
1552,Rorqual bleu - Version finale du plan d'action,IDDPNQL,DRGÉ-EP,Information,completed,7/1/2020,,Hugues Bouchard,,,,
1553,Rorqual bleu - Version finale du plan d'action,Listuguj,DRGÉ-EP,Information,completed,7/1/2020,,Hugues Bouchard,,,,
1554,Rorqual bleu - Version finale du plan d'action,Makivik,DRGÉ-EP,Information,completed,7/1/2020,,Hugues Bouchard,,,,
1555,Rorqual bleu - Version finale du plan d'action,Malécites de Viger,DRGÉ-EP,Information,completed,7/1/2020,,Hugues Bouchard,,,,
1556,Rorqual bleu - Version finale du plan d'action,NMRWB,DRGÉ-EP,Information,completed,7/1/2020,,Hugues Bouchard,,,,
1557,Rorqual bleu - Version finale du plan d'action,Nutashkuan,DRGÉ-EP,Information,completed,7/1/2020,,Hugues Bouchard,,,,
1558,Rorqual bleu - Version finale du plan d'action,Pakuashipi,DRGÉ-EP,Information,completed,7/1/2020,,Hugues Bouchard,,,,
1559,Rorqual bleu - Version finale du plan d'action,Pessamit,DRGÉ-EP,Information,completed,7/1/2020,,Hugues Bouchard,,,,
1560,Rorqual bleu - Version finale du plan d'action,Regroupement Mamit innuat,DRGÉ-EP,Information,completed,7/1/2020,,Hugues Bouchard,,,,
1561,Rorqual bleu - Version finale du plan d'action,Regroupement Mamuitun,DRGÉ-EP,Information,completed,7/1/2020,,Hugues Bouchard,,,,
1562,Rorqual bleu - Version finale du plan d'action,Secrétariat Mi'gmawei Mawiomi,DRGÉ-EP,Information,completed,7/1/2020,,Hugues Bouchard,,,,
1563,Rorqual bleu - Version finale du plan d'action,Shipek,DRGÉ-EP,Information,completed,7/1/2020,,Hugues Bouchard,,,,
1564,Rorqual bleu - Version finale du plan d'action,Uashat mak Mani-Utenam,DRGÉ-EP,Information,completed,7/1/2020,,Hugues Bouchard,,,,
1565,Rorqual bleu - Version finale du plan d'action,Unamen Shipu (La Romaine),DRGÉ-EP,Information,completed,7/1/2020,,Hugues Bouchard,,,,
1566,Rorqual bleu - Version finale du plan d'action,Unamen Shipu (La Romaine),DRGÉ-EP,Information,completed,7/1/2020,,Hugues Bouchard,,,,
1567,Relocalisation ruisseau Woodwork Laval,Kahnawà:ke,DRGÉ-PPPH,Consultation,active,7/20/2020,,Cédric Audet-Walsh,MTQ,,"2020-05-19: envoi lettres notifications consul aux communautés
2020-05-19 : reçu courriel Kahnawake qui demande la date limite pour répondre
2020-05-20: MPO répond que les travaux sont prévus début juillet et que nous attendons leur réponse d'ici là",
1568,Relocalisation ruisseau Woodwork Laval,Kanesatake,DRGÉ-PPPH,Consultation,active,7/21/2020,,Cédric Audet-Walsh,MTQ,,"2020-05-19: envoi lettres notifications consul aux communautés
2020-05-19 : reçu courriel Kahnawake qui demande la date limite pour répondre
2020-05-20: MPO répond que les travaux sont prévus début juillet et que nous attendons leur réponse d'ici là",
1569,"Recharge de plage, stabilisation de berges, estuaire du Saint-Laurent, Pointe-aux-Outardes",Pessamit,DRGÉ-PPPH,Consultation,upcoming,8/1/2020,,Cédric Audet-Walsh,,,,
1570,"Aménagement ponceaux et relocalisation cours d’eau, prolongement autoroute 410, volet 2, bloc F, Sherbrooke",Abénakis,DRGÉ-PPPH,Consultation,upcoming,8/15/2020,,Annik,MTQ,Commentaires écrits,,
1571,Baleine noire - Consultation publique sur la version proposée du plan d'action,AGHAMM,DRGÉ-ÉP,Consultation,completed,8/15/2020,,Hugues Bouchard,,Courriel,Confinement pandémie,
1572,Baleine noire - Consultation publique sur la version proposée du plan d'action,AMIK,DRGÉ-ÉP,Consultation,completed,8/15/2020,,Hugues Bouchard,,Courriel,Confinement pandémie,
1573,Baleine noire - Consultation publique sur la version proposée du plan d'action,Essipit,DRGÉ-ÉP,Consultation,completed,8/15/2020,,Hugues Bouchard,,Courriel,Confinement pandémie,
1574,Baleine noire - Consultation publique sur la version proposée du plan d'action,Gesgapegiag,DRGÉ-ÉP,Consultation,completed,8/15/2020,,Hugues Bouchard,,Courriel,Confinement pandémie,
1575,Baleine noire - Consultation publique sur la version proposée du plan d'action,Gespeg,DRGÉ-ÉP,Consultation,completed,8/15/2020,,Hugues Bouchard,,Courriel,Confinement pandémie,
1576,Baleine noire - Consultation publique sur la version proposée du plan d'action,IDDPNQL,DRGÉ-ÉP,Consultation,completed,8/15/2020,,Hugues Bouchard,,Courriel,Confinement pandémie,
1577,Baleine noire - Consultation publique sur la version proposée du plan d'action,Listuguj,DRGÉ-ÉP,Consultation,completed,8/15/2020,,Hugues Bouchard,,Courriel,Confinement pandémie,
1578,Baleine noire - Consultation publique sur la version proposée du plan d'action,Malécites de Viger,DRGÉ-ÉP,Consultation,completed,8/15/2020,,Hugues Bouchard,,Courriel,Confinement pandémie,
1579,Baleine noire - Consultation publique sur la version proposée du plan d'action,Mingan,DRGÉ-ÉP,Consultation,completed,8/15/2020,,Hugues Bouchard,,Courriel,Confinement pandémie,
1580,Baleine noire - Consultation publique sur la version proposée du plan d'action,Natashquan,DRGÉ-ÉP,Consultation,completed,8/15/2020,,Hugues Bouchard,,Courriel,Confinement pandémie,
1581,Baleine noire - Consultation publique sur la version proposée du plan d'action,Pakuashipi,DRGÉ-ÉP,Consultation,completed,8/15/2020,,Hugues Bouchard,,Courriel,Confinement pandémie,
1582,Baleine noire - Consultation publique sur la version proposée du plan d'action,Pessamit,DRGÉ-ÉP,Consultation,completed,8/15/2020,,Hugues Bouchard,,Courriel,Confinement pandémie,
1583,Baleine noire - Consultation publique sur la version proposée du plan d'action,Regroupement Mamit Innuat,DRGÉ-ÉP,Consultation,completed,8/15/2020,,Hugues Bouchard,,Courriel,Confinement pandémie,
1584,Baleine noire - Consultation publique sur la version proposée du plan d'action,Secretariat Mi'gmawei Mawiomi,DRGÉ-ÉP,Consultation,completed,8/15/2020,,Hugues Bouchard,,Courriel,Confinement pandémie,
1585,Baleine noire - Consultation publique sur la version proposée du plan d'action,Shipek,DRGÉ-ÉP,Consultation,completed,8/15/2020,,Hugues Bouchard,,Courriel,Confinement pandémie,
1586,Baleine noire - Consultation publique sur la version proposée du plan d'action,Uashat,DRGÉ-ÉP,Consultation,completed,8/15/2020,,Hugues Bouchard,,Courriel,Confinement pandémie,
1587,Baleine noire - Consultation publique sur la version proposée du plan d'action,Unamen-Shipu,DRGÉ-ÉP,Consultation,completed,8/15/2020,,Hugues Bouchard,,Courriel,Confinement pandémie,
1588,"Construction pont double, prolongement autoroute 410, riv. Massawippi, volet 2, Bloc F-1, Sherbrooke",Grand Conseil de la Nation Waban-Aki,DRGÉ-PPPH,Consultation,active,8/15/2020,,Annik,"INFC, TC",Commentaires écrits,"Pré-autorisation
ABC produite par Infrastcuctures Canada (IC) en 2014
19 janv. 2018: envoyé par IC (MPO en cc.), lettre d'initiation de la consultation 
20 fév. 2018: envoyé par IC, doc. sur le potentiel archéologique",
1589,Saumon atlantique(toutes les populations)-Batch 11 - Inscription,AMIK,DRGÉ-ÉP,Information,upcoming,9/1/2020,,Patricia Desilets,,Courriel,Information transmise,
1590,Saumon atlantique(toutes les populations)-Batch 11 - Inscription,Conseil de la Nation huronne-wendat,DRGÉ-ÉP,Information,upcoming,9/1/2020,,Patricia Desilets,,Courriel,Information transmise,
1591,Saumon atlantique(toutes les populations)-Batch 11 - Inscription,Conseil tribal Mamuitun (Innu),DRGÉ-ÉP,Information,upcoming,9/1/2020,,Patricia Desilets,,Courriel,Information transmise,
1592,Saumon atlantique(toutes les populations)-Batch 11 - Inscription,Ekuanitshit,DRGÉ-ÉP,Information,upcoming,9/1/2020,,Patricia Desilets,,Courriel,Information transmise,
1593,Saumon atlantique(toutes les populations)-Batch 11 - Inscription,Essipit,DRGÉ-ÉP,Information,upcoming,9/1/2020,,Patricia Desilets,,Courriel,Information transmise,
1594,Saumon atlantique(toutes les populations)-Batch 11 - Inscription,Gesgapegiag,DRGÉ-ÉP,Information,upcoming,9/1/2020,,Patricia Desilets,,Courriel,Information transmise,
1595,Saumon atlantique(toutes les populations)-Batch 11 - Inscription,Gespeg,DRGÉ-ÉP,Information,upcoming,9/1/2020,,Patricia Desilets,,Courriel,Information transmise,
1596,Saumon atlantique(toutes les populations)-Batch 11 - Inscription,IDDPNQL,DRGÉ-ÉP,Information,upcoming,9/1/2020,,Patricia Desilets,,Courriel,Information transmise,
1597,Saumon atlantique(toutes les populations)-Batch 11 - Inscription,Listuguj,DRGÉ-ÉP,Information,upcoming,9/1/2020,,Patricia Desilets,,Courriel,Information transmise,
1598,Saumon atlantique(toutes les populations)-Batch 11 - Inscription,Malécites de Viger,DRGÉ-ÉP,Information,upcoming,9/1/2020,,Patricia Desilets,,Courriel,Information transmise,
1599,Saumon atlantique(toutes les populations)-Batch 11 - Inscription,Mashteuiatsh,DRGÉ-ÉP,Information,upcoming,9/1/2020,,Patricia Desilets,,Courriel,Information transmise,
1600,Saumon atlantique(toutes les populations)-Batch 11 - Inscription,Pakuashipi,DRGÉ-ÉP,Information,upcoming,9/1/2020,,Patricia Desilets,,Courriel,Information transmise,
1601,Saumon atlantique(toutes les populations)-Batch 11 - Inscription,Pessamit,DRGÉ-ÉP,Information,upcoming,9/1/2020,,Patricia Desilets,,Courriel,Information transmise,
1602,Saumon atlantique(toutes les populations)-Batch 11 - Inscription,Regroupement Mamit Innuat,DRGÉ-ÉP,Information,upcoming,9/1/2020,,Patricia Desilets,,Courriel,Information transmise,
1603,Saumon atlantique(toutes les populations)-Batch 11 - Inscription,Uashat mak Mani-Utenam,DRGÉ-ÉP,Information,upcoming,9/1/2020,,Patricia Desilets,,Courriel,Information transmise,
1604,Saumon atlantique(toutes les populations)-Batch 11 - Inscription,Unamen Shipu (La Romaine),DRGÉ-ÉP,Information,upcoming,9/1/2020,,Patricia Desilets,,Courriel,Information transmise,
1605,"Compensation - Stabilisation, en urgence, PM 36 et 52 du chemin de fer QNS&L, riv. Nipissis, Sept-îles",Matimekosh - Lac John,DRGÉ-PPPH,Consultation,completed,9/15/2020,,,,,"2020-05-28 : envoi lettre d'information aux communautés concernant les travaux du plan de compensation
2020-06-08: envoi lettre notification à la bonne adresse courriel pour Matimekosh",
1606,"Compensation - Stabilisation, en urgence, PM 36 et 52 du chemin de fer QNS&L, riv. Nipissis, Sept-îles",Uashat mak Mani-Utenam,DRGÉ-PPPH,Consultation,completed,9/15/2020,,,,,"2020-05-28 : envoi lettre d'information aux communautés concernant les travaux du plan de compensation
2020-06-08: envoi lettre notification à la bonne adresse courriel pour Matimekosh",
1607,"Remplacement ponceaux 2020, réfection rte Baie-James et chemin Chisasibi, entre Matagami et Radisson",Waskaganish,DRGÉ-PPPH,Consultation,active,9/15/2020,,,,,"2020-04-14: envoi doc consul et lettre notification pour traduction
2020-04-15: réception doc consul traduit
2020-04-21 : Envoi des lettres de notification + document consultaiton aux 3 communautés (Waskaganish, Waswanipi, Wemindji)",
1608,"Remplacement ponceaux 2020, réfection rte Baie-James et chemin Chisasibi, entre Matagami et Radisson",Waswanipi,DRGÉ-PPPH,Consultation,active,9/15/2020,,,,,"2020-04-14: envoi doc consul et lettre notification pour traduction
2020-04-15: réception doc consul traduit
2020-04-21 : Envoi des lettres de notification + document consultaiton aux 3 communautés (Waskaganish, Waswanipi, Wemindji)",
1609,"Remplacement ponceaux 2020, réfection rte Baie-James et chemin Chisasibi, entre Matagami et Radisson",Wemindji,DRGÉ-PPPH,Consultation,active,9/15/2020,,,,,"2020-04-14: envoi doc consul et lettre notification pour traduction
2020-04-15: réception doc consul traduit
2020-04-21 : Envoi des lettres de notification + document consultaiton aux 3 communautés (Waskaganish, Waswanipi, Wemindji)",
